w1,w2,w3,w4,count,p1,p2,p3,p4,joint.prob.nonnorm,joint.prob,expected,disparity,score
days,creepy,preacher,talks,15,0.000437343,5.26E-05,5.26E-05,0.000243334,2.95E-16,6.32E-12,1.92E-06,7799507.217,0.955847848
cast,talk,peen,picks,15,0.000121667,0.000542569,4.93E-05,9.54E-05,3.10E-16,6.67E-12,2.03E-06,7399724.743,0.942981966
nyp,holdings,inc,all,16,5.26E-05,5.26E-05,0.000157838,0.00395253,1.73E-15,3.71E-11,1.13E-05,1419167.129,0.9423718
video,alano,miller,renwick,15,0.001417255,4.93E-05,9.86E-05,4.93E-05,3.40E-16,7.30E-12,2.22E-06,6754752.602,0.922225339
joseline,hernandez,video,dbs,15,4.93E-05,4.93E-05,0.001417255,0.000105225,3.63E-16,7.79E-12,2.37E-06,6332580.564,0.908638911
honors,video,alano,miller,15,5.26E-05,0.001417255,4.93E-05,9.86E-05,3.63E-16,7.79E-12,2.37E-06,6332580.564,0.908638911
holdings,inc,all,rights,16,5.26E-05,0.000157838,0.00395253,0.000483379,1.59E-14,3.41E-10,0.000103582,154467.1705,0.901670964
var,addthis_config,data_track_addressbar,TRUE,14,0.00024991,4.60E-05,4.60E-05,0.000338694,1.79E-16,3.85E-12,1.17E-06,11954196.17,0.897697532
a,reply,cancel,reply,16,0.021117428,0.000358424,5.92E-05,0.000358424,1.61E-13,3.45E-09,0.001048327,15262.42039,0.897191048
leave,a,reply,cancel,16,0.000361712,0.021117428,0.000358424,5.92E-05,1.62E-13,3.48E-09,0.001057944,15123.67111,0.897186583
up,sign,up,sign,16,0.003225817,0.000805632,0.003225817,0.000805632,6.75E-12,1.45E-07,0.044093132,362.8683002,0.896711548
sign,up,sign,up,16,0.000805632,0.003225817,0.000805632,0.003225817,6.75E-12,1.45E-07,0.044093132,362.8683002,0.896711548
in,sign,up,sign,16,0.012064753,0.000805632,0.003225817,0.000805632,2.53E-11,5.42E-07,0.164911012,97.02202304,0.896702992
jason,derulo,drops,music,15,0.000128243,6.58E-05,0.000121667,0.000388019,3.98E-16,8.55E-12,2.60E-06,5770482.871,0.890549367
inspired,org,video,brothermans,15,7.89E-05,7.23E-05,0.001417255,4.93E-05,3.99E-16,8.57E-12,2.61E-06,5756891.422,0.890111964
wendy,williams,hot,topics,15,5.59E-05,0.00017428,0.000263064,0.000157838,4.05E-16,8.68E-12,2.64E-06,5679818.722,0.887631595
exclusive,erica,dixon,talks,15,0.000381442,7.56E-05,5.92E-05,0.000243334,4.16E-16,8.92E-12,2.71E-06,5529685.61,0.88279998
demon,inspired,org,video,15,5.26E-05,7.89E-05,7.23E-05,0.001417255,4.26E-16,9.14E-12,2.78E-06,5397085.708,0.878532623
starring,k,michelle,naked,15,6.91E-05,0.000180856,0.000588605,5.92E-05,4.35E-16,9.34E-12,2.84E-06,5280596.335,0.874783738
mr,legette,provides,insight,15,0.000305811,0.000180856,8.55E-05,9.86E-05,4.66E-16,1.00E-11,3.05E-06,4925499.162,0.863355927
youtube,trending,search,keywords,14,0.000108514,0.000226892,0.000164415,4.93E-05,2.00E-16,4.29E-12,1.30E-06,10739967.64,0.858620978
film,video,lhhnys,amina,15,0.000161126,0.001417255,4.93E-05,4.93E-05,5.56E-16,1.19E-11,3.63E-06,4135562.818,0.837934033
hop,cast,talk,peen,15,0.000170991,0.000121667,0.000542569,4.93E-05,5.57E-16,1.20E-11,3.63E-06,4126769.568,0.837651046
exclusive,stevie,j,gives,15,0.000381442,4.93E-05,0.000167703,0.000184145,5.81E-16,1.25E-11,3.79E-06,3954422.23,0.832104529
talk,peen,picks,yo,15,0.000542569,4.93E-05,9.54E-05,0.000236757,6.04E-16,1.30E-11,3.94E-06,3802636.326,0.827219723
cadillac,video,jason,derulo,15,5.26E-05,0.001417255,0.000128243,6.58E-05,6.29E-16,1.35E-11,4.11E-06,3653411.864,0.822417351
hot,topics,grammy,recap,15,0.000263064,0.000157838,0.000263064,6.58E-05,7.18E-16,1.54E-11,4.69E-06,3198447.918,0.807775607
tara,video,wendy,williams,15,5.92E-05,0.001417255,5.59E-05,0.00017428,8.17E-16,1.75E-11,5.34E-06,2811356.521,0.795318152
paul,mccartney,music,legend,14,0.000108514,5.92E-05,0.000388019,9.86E-05,2.46E-16,5.28E-12,1.61E-06,8722431.347,0.793692209
throws,shade,at,gizelle,15,5.92E-05,7.56E-05,0.003774962,4.93E-05,8.34E-16,1.79E-11,5.44E-06,2756493.686,0.793552545
brown,drops,whiteface,music,15,0.000358424,0.000121667,4.93E-05,0.000388019,8.35E-16,1.79E-11,5.45E-06,2752890.911,0.7934366
documentary,film,video,lhhnys,15,7.56E-05,0.000161126,0.001417255,4.93E-05,8.52E-16,1.83E-11,5.56E-06,2697106.185,0.791641324
recap,says,rihanna,pulled,15,6.58E-05,0.000930587,0.000141397,9.86E-05,8.54E-16,1.83E-11,5.57E-06,2691437.807,0.791458903
sings,how,dumb,thou,15,4.93E-05,0.002298518,0.000151262,6.25E-05,1.07E-15,2.30E-11,6.99E-06,2144423.821,0.773854786
exclusives,videos,photos,info,15,4.93E-05,0.000197298,0.000568875,0.000194009,1.07E-15,2.31E-11,7.01E-06,2139192.494,0.773686431
threesome,with,mimi,faust,15,4.93E-05,0.008704116,5.26E-05,4.93E-05,1.11E-15,2.39E-11,7.27E-06,2062215.507,0.771209141
with,mimi,faust,joseline,15,0.008704116,5.26E-05,4.93E-05,4.93E-05,1.11E-15,2.39E-11,7.27E-06,2062215.507,0.771209141
karen,throws,shade,at,15,7.23E-05,5.92E-05,7.56E-05,0.003774962,1.22E-15,2.62E-11,7.98E-06,1879427.513,0.76532662
width,90px,important,google_ad_client,13,0.000161126,4.60E-05,0.000295947,6.58E-05,1.44E-16,3.10E-12,9.43E-07,13792594.33,0.765003867
creepy,preacher,talks,new,15,5.26E-05,5.26E-05,0.000243334,0.001854598,1.25E-15,2.68E-11,8.16E-06,1839245.496,0.764033474
gizelle,video,exclusive,stevie,15,4.93E-05,0.001417255,0.000381442,4.93E-05,1.32E-15,2.82E-11,8.59E-06,1746918.776,0.761062197
dog,diaries,jesus,take,15,0.00026964,5.26E-05,9.21E-05,0.001016083,1.33E-15,2.85E-11,8.66E-06,1731171.702,0.760555421
photos,info,topic,results,15,0.000568875,0.000194009,0.00015455,7.89E-05,1.35E-15,2.89E-11,8.79E-06,1706802.522,0.759771167
whiteface,music,video,sacrifice,15,4.93E-05,0.000388019,0.001417255,5.26E-05,1.43E-15,3.06E-11,9.32E-06,1609978.11,0.756655144
jennifer,williams,breaks,down,15,0.000105225,0.00017428,0.00011509,0.000677389,1.43E-15,3.07E-11,9.33E-06,1607049.957,0.75656091
video,jason,derulo,drops,15,0.001417255,0.000128243,6.58E-05,0.000121667,1.45E-15,3.12E-11,9.49E-06,1579853.779,0.755685677
naked,video,vv,brown,15,5.92E-05,0.001417255,4.93E-05,0.000358424,1.48E-15,3.18E-11,9.68E-06,1549255.184,0.754700946
2015,bossip,awards,stfu,15,0.000644506,0.000213739,0.000220316,5.26E-05,1.60E-15,3.43E-11,1.04E-05,1438885.635,0.751149011
talks,restraining,order,against,15,0.000243334,7.23E-05,0.00024991,0.000368289,1.62E-15,3.48E-11,1.06E-05,1418092.221,0.750479833
blast,race,matters,2015,15,7.89E-05,0.00026964,0.000124955,0.000644506,1.71E-15,3.68E-11,1.12E-05,1340681.844,0.747988596
exclusive,shots,fired,real,15,0.000381442,8.88E-05,9.54E-05,0.000542569,1.75E-15,3.76E-11,1.14E-05,1311253.906,0.74704154
williams,hot,topics,grammy,15,0.00017428,0.000263064,0.000157838,0.000263064,1.90E-15,4.09E-11,1.24E-05,1206961.478,0.743685179
valentines,day,meelah,stupid,15,0.000138108,0.001052254,4.93E-05,0.00026964,1.93E-15,4.15E-11,1.26E-05,1188737.902,0.743098705
underground,video,exclusive,beef,15,4.93E-05,0.001417255,0.000381442,7.56E-05,2.02E-15,4.33E-11,1.32E-05,1139294.854,0.741507518
scott,explain,color,issues,15,0.000164415,0.000138108,0.000207163,0.000437343,2.06E-15,4.42E-11,1.34E-05,1116809.257,0.740783882
hip,hop,cast,talk,15,0.000194009,0.000170991,0.000121667,0.000542569,2.19E-15,4.70E-11,1.43E-05,1049178.704,0.738607382
black,panther,party,documentary,15,0.001555363,5.59E-05,0.000335406,7.56E-05,2.21E-15,4.73E-11,1.44E-05,1041723.402,0.738367454
org,video,brothermans,girlfriend,15,7.23E-05,0.001417255,4.93E-05,0.000440631,2.23E-15,4.78E-11,1.45E-05,1031085.031,0.738025087
grammy,recap,says,rihanna,15,0.000263064,6.58E-05,0.000930587,0.000141397,2.28E-15,4.89E-11,1.49E-05,1009289.178,0.737323649
video,lhhatl,exclusive,erica,15,0.001417255,5.59E-05,0.000381442,7.56E-05,2.29E-15,4.91E-11,1.49E-05,1005260.165,0.737193986
michelle,naked,video,vv,15,0.000588605,5.92E-05,0.001417255,4.93E-05,2.44E-15,5.23E-11,1.59E-05,943401.2014,0.735203228
topics,grammy,recap,says,15,0.000157838,0.000263064,6.58E-05,0.000930587,2.54E-15,5.46E-11,1.66E-05,904154.8884,0.733940195
topics,celebrities,news,exclusives,15,0.000157838,0.000184145,0.001792121,4.93E-05,2.57E-15,5.52E-11,1.68E-05,894279.8897,0.733622396
hernandez,video,dbs,exclusive,15,4.93E-05,0.001417255,0.000105225,0.000381442,2.81E-15,6.02E-11,1.83E-05,818868.1764,0.731195481
first,dirty,dog,diaries,15,0.001348201,0.000157838,0.00026964,5.26E-05,3.02E-15,6.48E-11,1.97E-05,761082.1934,0.7293358
video,vv,brown,drops,15,0.001417255,4.93E-05,0.000358424,0.000121667,3.05E-15,6.54E-11,1.99E-05,753691.7111,0.729097958
housewives,of,potomacs,karen,15,5.59E-05,0.01604359,4.93E-05,7.23E-05,3.20E-15,6.87E-11,2.09E-05,717954.3165,0.72794785
celebrities,news,exclusives,videos,15,0.000184145,0.001792121,4.93E-05,0.000197298,3.21E-15,6.89E-11,2.10E-05,715423.9117,0.727866416
pbs,black,panther,party,15,0.000111802,0.001555363,5.59E-05,0.000335406,3.26E-15,7.00E-11,2.13E-05,704695.2422,0.727521144
drops,whiteface,music,video,15,0.000121667,4.93E-05,0.000388019,0.001417255,3.30E-15,7.08E-11,2.15E-05,696206.7501,0.727247965
videos,photos,info,topic,15,0.000197298,0.000568875,0.000194009,0.00015455,3.37E-15,7.22E-11,2.20E-05,682721.0087,0.726813964
of,potomacs,karen,throws,15,0.01604359,4.93E-05,7.23E-05,5.92E-05,3.39E-15,7.27E-11,2.21E-05,678067.9655,0.726664219
video,exclusive,beef,explained,15,0.001417255,0.000381442,7.56E-05,8.88E-05,3.63E-15,7.79E-11,2.37E-05,632941.5856,0.725211953
video,wendy,williams,hot,15,0.001417255,5.59E-05,0.00017428,0.000263064,3.63E-15,7.80E-11,2.37E-05,632555.2173,0.725199519
matters,2015,bossip,awards,15,0.000124955,0.000644506,0.000213739,0.000220316,3.79E-15,8.14E-11,2.48E-05,605846.5832,0.724339976
5000,on,suicide,doors,15,5.59E-05,0.007816276,0.000121667,7.23E-05,3.85E-15,8.26E-11,2.51E-05,597431.3142,0.724069154
2015,bossip,awards,couples,15,0.000644506,0.000213739,0.000220316,0.000128243,3.89E-15,8.36E-11,2.54E-05,590312.0554,0.72384004
derulo,drops,music,video,15,6.58E-05,0.000121667,0.000388019,0.001417255,4.40E-15,9.45E-11,2.87E-05,522155.0626,0.721646598
scared,video,lhhatl,exclusive,15,0.000147973,0.001417255,5.59E-05,0.000381442,4.47E-15,9.60E-11,2.92E-05,513799.6401,0.721377702
video,exclusive,stevie,j,15,0.001417255,0.000381442,4.93E-05,0.000167703,4.47E-15,9.60E-11,2.92E-05,513799.6401,0.721377702
year,honors,video,alano,15,0.001223246,5.26E-05,0.001417255,4.93E-05,4.50E-15,9.66E-11,2.94E-05,510691.981,0.721277691
video,exclusive,shots,fired,15,0.001417255,0.000381442,8.88E-05,9.54E-05,4.58E-15,9.83E-11,2.99E-05,501988.1541,0.720997582
drops,music,video,starring,15,0.000121667,0.000388019,0.001417255,6.91E-05,4.62E-15,9.92E-11,3.02E-05,497290.5358,0.720846403
race,matters,2015,bossip,15,0.00026964,0.000124955,0.000644506,0.000213739,4.64E-15,9.96E-11,3.03E-05,495020.9887,0.720773364
gotti,sliding,in,angela,15,6.25E-05,5.26E-05,0.012064753,0.000128243,5.09E-15,1.09E-10,3.32E-05,451756.685,0.719381023
party,documentary,film,video,15,0.000335406,7.56E-05,0.000161126,0.001417255,5.79E-15,1.24E-10,3.78E-05,396633.2626,0.71760703
friday,november,5,2004,8,7.23E-05,9.54E-05,4.93E-05,8.55E-05,2.91E-17,6.25E-13,1.90E-07,42121510.08,0.717404013
back,after,impregnating,tara,15,0.001282435,0.001509327,5.26E-05,5.92E-05,6.03E-15,1.29E-10,3.94E-05,381171.7534,0.717109444
trending,search,keywords,celebrities,14,0.000226892,0.000164415,4.93E-05,0.000184145,3.39E-16,7.27E-12,2.21E-06,6328909.503,0.716663394
a,demon,inspired,org,15,0.021117428,5.26E-05,7.89E-05,7.23E-05,6.34E-15,1.36E-10,4.14E-05,362214.877,0.71649937
after,impregnating,tara,video,15,0.001509327,5.26E-05,5.92E-05,0.001417255,6.66E-15,1.43E-10,4.35E-05,344911.7954,0.715942519
video,dbs,exclusive,growing,15,0.001417255,0.000105225,0.000381442,0.000118379,6.73E-15,1.45E-10,4.40E-05,341195.0735,0.715822906
music,video,starring,k,15,0.000388019,0.001417255,6.91E-05,0.000180856,6.87E-15,1.47E-10,4.48E-05,334540.9059,0.71560876
loses,white,fans,video,15,7.56E-05,0.000476803,0.000147973,0.001417255,7.56E-15,1.62E-10,4.94E-05,303811.9611,0.714619835
spent,5000,on,suicide,15,0.00015455,5.59E-05,0.007816276,0.000121667,8.22E-15,1.76E-10,5.36E-05,279648.7003,0.713842208
info,topic,results,we,15,0.000194009,0.00015455,7.89E-05,0.003485592,8.25E-15,1.77E-10,5.38E-05,278563.0531,0.71380727
k,michelle,naked,video,15,0.000180856,0.000588605,5.92E-05,0.001417255,8.93E-15,1.92E-10,5.83E-05,257291.2367,0.713122696
support,paying,little,scrappy,15,0.001012795,0.000184145,0.000914146,5.26E-05,8.97E-15,1.93E-10,5.86E-05,256145.6402,0.713085828
sliding,in,angela,simmons,15,5.26E-05,0.012064753,0.000128243,0.000111802,9.10E-15,1.95E-10,5.94E-05,252452.2651,0.712966967
in,angela,simmons,dms,15,0.012064753,0.000128243,0.000111802,5.26E-05,9.10E-15,1.95E-10,5.94E-05,252452.2651,0.712966967
yo,gotti,sliding,in,15,0.000236757,6.25E-05,5.26E-05,0.012064753,9.39E-15,2.02E-10,6.13E-05,244701.5377,0.712717531
celebrities,topics,celebrities,news,15,0.000184145,0.000157838,0.000184145,0.001792121,9.59E-15,2.06E-10,6.26E-05,239539.2562,0.712551398
news,exclusives,videos,photos,15,0.001792121,4.93E-05,0.000197298,0.000568875,9.92E-15,2.13E-10,6.48E-05,231582.3067,0.712295326
video,starring,k,michelle,15,0.001417255,6.91E-05,0.000180856,0.000588605,1.04E-14,2.24E-10,6.80E-05,220535.3458,0.71193981
angry,he,spent,5000,15,0.000170991,0.007599249,0.00015455,5.59E-05,1.12E-14,2.41E-10,7.33E-05,204663.5118,0.711429019
talks,peter,gunz,i,15,0.000243334,6.25E-05,5.59E-05,0.014264622,1.21E-14,2.60E-10,7.91E-05,189525.0852,0.710941831
talk,characters,on,underground,15,0.000542569,5.92E-05,0.007816276,4.93E-05,1.24E-14,2.66E-10,8.08E-05,185572.4922,0.710814628
paying,little,scrappy,video,15,0.000184145,0.000914146,5.26E-05,0.001417255,1.26E-14,2.69E-10,8.19E-05,183046.0723,0.710733322
growing,up,hip,hop,15,0.000118379,0.003225817,0.000194009,0.000170991,1.27E-14,2.72E-10,8.27E-05,181369.2374,0.710679358
up,hip,hop,cast,15,0.003225817,0.000194009,0.000170991,0.000121667,1.30E-14,2.80E-10,8.50E-05,176467.3661,0.710521605
bossip,awards,who,wins,15,0.000213739,0.000220316,0.002857528,9.86E-05,1.33E-14,2.85E-10,8.67E-05,173085.7442,0.710412777
topic,results,we,broke,15,0.00015455,7.89E-05,0.003485592,0.000322253,1.37E-14,2.94E-10,8.94E-05,167706.3279,0.710239656
restraining,order,against,no,15,7.23E-05,0.00024991,0.000368289,0.002219599,1.48E-14,3.17E-10,9.65E-05,155464.925,0.7098457
dbs,exclusive,growing,up,15,0.000105225,0.000381442,0.000118379,0.003225817,1.53E-14,3.29E-10,0.000100065,149903.2382,0.709666713
trump,meek,mill,and,15,0.000131532,6.91E-05,7.89E-05,0.022837206,1.64E-14,3.51E-10,0.000106872,140354.9431,0.709359428
preacher,talks,new,money,15,5.26E-05,0.000243334,0.001854598,0.00071356,1.69E-14,3.64E-10,0.000110609,135612.5711,0.709206808
wheel,new,couple,put,15,5.92E-05,0.001854598,0.0003091,0.000499821,1.70E-14,3.64E-10,0.000110719,135477.5829,0.709202464
angela,simmons,dms,and,15,0.000128243,0.000111802,5.26E-05,0.022837206,1.72E-14,3.70E-10,0.00011247,133368.9504,0.709134603
bossip,awards,couples,who,15,0.000213739,0.000220316,0.000128243,0.002857528,1.73E-14,3.70E-10,0.000112661,133142.8802,0.709127328
of,days,creepy,preacher,15,0.01604359,0.000437343,5.26E-05,5.26E-05,1.94E-14,4.17E-10,0.000126801,118295.4569,0.708649505
shade,at,gizelle,video,15,7.56E-05,0.003774962,4.93E-05,0.001417255,2.00E-14,4.28E-10,0.000130298,115120.386,0.708547324
on,blast,race,matters,15,0.007816276,7.89E-05,0.00026964,0.000124955,2.08E-14,4.46E-10,0.000135687,110548.4398,0.708400189
real,housewives,of,potomacs,15,0.000542569,5.59E-05,0.01604359,4.93E-05,2.40E-14,5.15E-10,0.000156695,95727.2422,0.70792321
black,lives,matter,suicide,15,0.001555363,0.000348559,0.000381442,0.000121667,2.52E-14,5.40E-10,0.000164258,91319.55173,0.707781361
little,scrappy,video,end,15,0.000914146,5.26E-05,0.001417255,0.00038473,2.62E-14,5.63E-10,0.00017121,87611.7953,0.707662037
exclusive,growing,up,hip,15,0.000381442,0.000118379,0.003225817,0.000194009,2.83E-14,6.07E-10,0.000184494,81303.45123,0.70745902
problem,with,claudia,jordan,15,0.000388019,0.008704116,4.93E-05,0.000177568,2.96E-14,6.35E-10,0.000193118,77672.90044,0.707342181
claudia,jordan,on,next,15,4.93E-05,0.000177568,0.007816276,0.00046365,3.17E-14,6.81E-10,0.000207221,72386.43311,0.707172051
characters,on,underground,video,15,5.92E-05,0.007816276,4.93E-05,0.001417255,3.23E-14,6.94E-10,0.00021114,71042.83342,0.707128811
awards,couples,who,wont,15,0.000220316,0.000128243,0.002857528,0.000414325,3.35E-14,7.18E-10,0.000218389,68684.81914,0.707052925
thou,are,video,pastor,15,6.25E-05,0.004843658,0.001417255,8.55E-05,3.67E-14,7.87E-10,0.000239391,62659.00935,0.706859001
money,little,girl,receiving,15,0.00071356,0.000914146,0.000841803,7.23E-05,3.97E-14,8.53E-10,0.000259339,57839.3381,0.706703893
are,video,pastor,manning,15,0.004843658,0.001417255,8.55E-05,6.91E-05,4.05E-14,8.70E-10,0.00026459,56691.48465,0.706666953
says,rihanna,pulled,out,15,0.000930587,0.000141397,9.86E-05,0.003127168,4.06E-14,8.71E-10,0.000265007,56602.26724,0.706664082
video,2015,bossip,awards,15,0.001417255,0.000644506,0.000213739,0.000220316,4.30E-14,9.23E-10,0.000280816,53415.70803,0.706561531
sacrifice,and,loses,white,15,5.26E-05,0.022837206,7.56E-05,0.000476803,4.33E-14,9.30E-10,0.000282871,53027.65466,0.706549043
brothermans,girlfriend,is,angry,15,4.93E-05,0.000440631,0.011732635,0.000170991,4.36E-14,9.36E-10,0.000284659,52694.61594,0.706538325
fired,real,housewives,of,15,9.54E-05,0.000542569,5.59E-05,0.01604359,4.64E-14,9.96E-10,0.000302944,49514.09079,0.706435969
interactive,one,llc,all,15,5.26E-05,0.002456356,9.86E-05,0.00395253,5.04E-14,1.08E-09,0.000328978,45595.73106,0.706309867
peter,gunz,i,never,15,6.25E-05,5.59E-05,0.014264622,0.001012795,5.05E-14,1.08E-09,0.000329415,45535.24774,0.706307921
girl,receiving,his,gifts,15,0.000841803,7.23E-05,0.006356274,0.000144685,5.60E-14,1.20E-09,0.000365635,41024.5016,0.706162755
his,anti,gay,comments,15,0.006356274,9.86E-05,0.000128243,0.000706983,5.69E-14,1.22E-09,0.000371156,40414.23054,0.706143115
here,first,dirty,dog,15,0.001104867,0.001348201,0.000157838,0.00026964,6.34E-14,1.36E-09,0.000413884,36242.00921,0.706008844
for,valentines,day,meelah,15,0.008924432,0.000138108,0.001052254,4.93E-05,6.40E-14,1.37E-09,0.000417639,35916.17832,0.705998358
dumb,thou,are,video,15,0.000151262,6.25E-05,0.004843658,0.001417255,6.49E-14,1.39E-09,0.000423538,35415.96181,0.70598226
video,pastor,manning,on,15,0.001417255,8.55E-05,6.91E-05,0.007816276,6.54E-14,1.40E-09,0.000426972,35131.07147,0.705973091
be,scared,video,lhhatl,15,0.005813705,0.000147973,0.001417255,5.59E-05,6.82E-14,1.46E-09,0.000444961,33710.83612,0.705927385
pastor,manning,on,black,15,8.55E-05,6.91E-05,0.007816276,0.001555363,7.18E-14,1.54E-09,0.00046858,32011.61058,0.7058727
more,2015,bossip,awards,15,0.00241032,0.000644506,0.000213739,0.000220316,7.32E-14,1.57E-09,0.000477583,31408.14483,0.705853279
love,video,exclusive,shots,15,0.001703337,0.001417255,0.000381442,8.88E-05,8.18E-14,1.76E-09,0.00053374,28103.58392,0.705746931
put,on,blast,race,15,0.000499821,0.007816276,7.89E-05,0.00026964,8.31E-14,1.78E-09,0.000542749,27637.10996,0.705731919
rihanna,pulled,out,because,15,0.000141397,9.86E-05,0.003127168,0.001917076,8.36E-14,1.80E-09,0.000545933,27475.88616,0.705726731
2015,bossip,awards,who,15,0.000644506,0.000213739,0.000220316,0.002857528,8.67E-14,1.86E-09,0.000566193,26492.71595,0.70569509
couple,put,on,blast,15,0.0003091,0.000499821,0.007816276,7.89E-05,9.53E-14,2.05E-09,0.000622175,24108.96826,0.705618376
last,night,heres,why,15,0.0006741,0.000473514,0.00024991,0.001223246,9.76E-14,2.09E-09,0.00063705,23546.02523,0.705600259
at,gizelle,video,exclusive,15,0.003774962,4.93E-05,0.001417255,0.000381442,1.01E-13,2.16E-09,0.000657157,22825.59377,0.705577074
how,dumb,thou,are,15,0.002298518,0.000151262,6.25E-05,0.004843658,1.05E-13,2.26E-09,0.000686898,21837.30978,0.705545269
j,gives,dbs,the,15,0.000167703,0.000184145,0.000105225,0.032968442,1.07E-13,2.30E-09,0.000699418,21446.41021,0.705532689
and,loses,white,fans,15,0.022837206,7.56E-05,0.000476803,0.000147973,1.22E-13,2.62E-09,0.000795575,18854.27721,0.705449268
lives,matter,suicide,it,15,0.000348559,0.000381442,0.000121667,0.007714339,1.25E-13,2.68E-09,0.000814694,18411.82778,0.705435029
video,sacrifice,and,loses,15,0.001417255,5.26E-05,0.022837206,7.56E-05,1.29E-13,2.76E-09,0.00084081,17839.93022,0.705416624
wins,the,dirty,dog,15,9.86E-05,0.032968442,0.000157838,0.00026964,1.38E-13,2.97E-09,0.000903659,16599.17278,0.705376694
end,of,days,creepy,15,0.00038473,0.01604359,0.000437343,5.26E-05,1.42E-13,3.05E-09,0.000927233,16177.15649,0.705363113
explain,color,issues,in,15,0.000138108,0.000207163,0.000437343,0.012064753,1.51E-13,3.24E-09,0.000985576,15219.53199,0.705332294
south,and,talk,characters,15,0.000210451,0.022837206,0.000542569,5.92E-05,1.54E-13,3.31E-09,0.001007649,14886.13033,0.705321564
shes,scared,of,beyonce,15,0.000776038,0.000147973,0.01604359,8.55E-05,1.58E-13,3.38E-09,0.001028323,14586.85975,0.705311933
diaries,jesus,take,the,15,5.26E-05,9.21E-05,0.001016083,0.032968442,1.62E-13,3.48E-09,0.001059412,14158.79509,0.705298157
jordan,on,next,15,15,0.000177568,0.007816276,0.00046365,0.000259775,1.67E-13,3.59E-09,0.001091365,13744.25945,0.705284817
day,meelah,stupid,in,15,0.001052254,4.93E-05,0.00026964,0.012064753,1.69E-13,3.62E-09,0.00110231,13607.79283,0.705280425
on,threesome,with,mimi,15,0.007816276,4.93E-05,0.008704116,5.26E-05,1.77E-13,3.79E-09,0.001152644,13013.5602,0.705261301
