w1,w2,w3,count,p1,p2,p3,joint.prob.nonnorm,joint.prob,expected,disparity,score
homie,quan,young,9,3.62E-05,2.96E-05,0.000506397,5.42E-13,7.91E-11,2.41E-05,374218.7925,0.74582252
exclusive,erica,dixon,15,0.000381442,7.56E-05,5.92E-05,1.71E-12,2.49E-10,7.58E-05,198003.0717,0.745455571
dirty,dog,diaries,16,0.000157838,0.00026964,5.26E-05,2.24E-12,3.27E-10,9.93E-05,161058.5961,0.715281265
earth,mama,angel,21,0.00013482,0.00366316,9.21E-05,4.55E-11,6.63E-09,0.002017382,10409.53225,0.699859131
from,michael,jordan,21,0.003271853,0.000167703,0.000177568,9.74E-11,1.42E-08,0.00432263,4858.153995,0.677791103
new,collab,shoe,20,0.001854598,6.91E-05,0.000108514,1.39E-11,2.03E-09,0.000616557,32438.1932,0.670739584
llc,all,rights,21,9.86E-05,0.00395253,0.000483379,1.88E-10,2.75E-08,0.008361882,2511.396222,0.668462192
kanye,west,has,21,0.000450496,0.00040446,0.003653295,6.66E-10,9.71E-08,0.029532536,711.0801514,0.661305514
share,this,share,21,0.000654371,0.006764022,0.000654371,2.90E-09,4.23E-07,0.128499502,163.4247575,0.659128456
im,not,going,21,0.002097932,0.005146181,0.001068696,1.15E-08,1.68E-06,0.511893226,41.0241803,0.658641885
this,type,of,21,0.006764022,0.000259775,0.01604359,2.82E-08,4.11E-06,1.25070015,16.79059525,0.658545551
may,not,be,21,0.001035813,0.005146181,0.005813705,3.10E-08,4.52E-06,1.374890646,15.27394201,0.658539522
trying,to,get,21,0.000611623,0.02759208,0.002604329,4.40E-08,6.41E-06,1.949902283,10.76977045,0.658521617
if,you,want,21,0.003620412,0.010821778,0.001706625,6.69E-08,9.75E-06,2.966494586,7.079062304,0.658506945
the,first,time,21,0.032968442,0.001348201,0.001805274,8.02E-08,1.17E-05,3.559958231,5.898945616,0.658502254
a,relationship,with,21,0.021117428,0.001124597,0.008704116,2.07E-07,3.02E-05,9.170887154,2.289854803,0.658487907
2016,nyp,holdings,16,0.000943741,5.26E-05,5.26E-05,2.61E-12,3.81E-10,0.0001159,138050.2253,0.623817608
quan,young,dolph,9,2.96E-05,0.000506397,3.95E-05,5.91E-13,8.63E-11,2.62E-05,343033.8931,0.621855249
whose,new,collab,20,0.000187433,0.001854598,6.91E-05,2.40E-11,3.50E-09,0.001064962,18780.00659,0.616445096
our,international,audience,20,0.001535634,0.000167703,0.000108514,2.79E-11,4.08E-09,0.00123983,16131.24912,0.605915665
jennifer,williams,breaks,15,0.000105225,0.00017428,0.00011509,2.11E-12,3.08E-10,9.36E-05,160190.3557,0.595141178
drake,whose,new,20,9.86E-05,0.000187433,0.001854598,3.43E-11,5.00E-09,0.001521375,13146.00461,0.59404862
brown,drops,whiteface,15,0.000358424,0.000121667,4.93E-05,2.15E-12,3.14E-10,9.54E-05,157184.8833,0.583193722
vv,brown,drops,15,4.93E-05,0.000358424,0.000121667,2.15E-12,3.14E-10,9.54E-05,157184.8833,0.583193722
selling,your,soul,20,7.56E-05,0.004748297,0.000124955,4.49E-11,6.55E-09,0.001990855,10045.93512,0.581725119
department,from,michael,20,9.21E-05,0.003271853,0.000167703,5.05E-11,7.37E-09,0.002241363,8923.139992,0.577261745
worth,selling,your,20,0.000223604,7.56E-05,0.004748297,8.03E-11,1.17E-08,0.003562583,5613.904918,0.564106762
collab,shoe,is,20,6.91E-05,0.000108514,0.011732635,8.79E-11,1.28E-08,0.003900489,5127.561929,0.562173434
soul,for,department,20,0.000124955,0.008924432,9.21E-05,1.03E-10,1.50E-08,0.004555253,4390.535807,0.559243583
available,customized,for,20,0.000161126,7.23E-05,0.008924432,1.04E-10,1.52E-08,0.00461519,4333.515862,0.559016916
west,has,competition,20,0.00040446,0.003653295,7.23E-05,1.07E-10,1.56E-08,0.004742451,4217.228604,0.558554646
log,out,change,20,0.000141397,0.003127168,0.000292658,1.29E-10,1.89E-08,0.005741164,3483.613906,0.555638356
is,available,customized,20,0.011732635,0.000161126,7.23E-05,1.37E-10,2.00E-08,0.006067428,3296.289812,0.554893699
commenting,using,your,20,0.000105225,0.000295947,0.004748297,1.48E-10,2.16E-08,0.006560254,3048.662254,0.553909322
are,commenting,using,20,0.004843658,0.000105225,0.000295947,1.51E-10,2.20E-08,0.006692005,2988.641069,0.553670724
account,log,out,20,0.000420902,0.000141397,0.003127168,1.86E-10,2.72E-08,0.008256955,2422.200294,0.551418989
by,tmz,staff,20,0.002772032,0.000805632,9.86E-05,2.20E-10,3.21E-08,0.009774081,2046.228273,0.549924412
content,is,available,20,0.000184145,0.011732635,0.000161126,3.48E-10,5.08E-08,0.015444361,1294.970997,0.546937989
looks,like,kanye,20,0.000259775,0.00312388,0.000450496,3.66E-10,5.33E-08,0.016219306,1233.098391,0.546692031
jordan,and,drake,20,0.000177568,0.022837206,9.86E-05,4.00E-10,5.84E-08,0.017747953,1126.890532,0.54626983
and,drake,whose,20,0.022837206,9.86E-05,0.000187433,4.22E-10,6.16E-08,0.01873395,1067.580504,0.546034058
pbss,independent,lens,12,3.95E-05,0.000184145,0.000157838,1.15E-12,1.67E-10,5.09E-05,235835.8015,0.545783639
like,kanye,west,20,0.00312388,0.000450496,0.00040446,5.69E-10,8.30E-08,0.025252843,791.9900233,0.544938522
michael,jordan,and,20,0.000167703,0.000177568,0.022837206,6.80E-10,9.92E-08,0.03017152,662.8767836,0.544425266
customized,for,our,20,7.23E-05,0.008924432,0.001535634,9.91E-10,1.45E-07,0.043985588,454.6943838,0.543597693
the,shoes,worth,20,0.032968442,0.00013482,0.000223604,9.94E-10,1.45E-07,0.0440942,453.5743898,0.54359324
mama,angel,baby,20,0.00366316,9.21E-05,0.006152399,2.08E-09,3.03E-07,0.092061492,217.2460981,0.54265378
new,flavor,of,20,0.001854598,7.23E-05,0.01604359,2.15E-09,3.14E-07,0.095497852,209.428794,0.542622705
for,our,international,20,0.008924432,0.001535634,0.000167703,2.30E-09,3.35E-07,0.101966591,196.1426754,0.542569889
for,department,from,20,0.008924432,9.21E-05,0.003271853,2.69E-09,3.92E-07,0.119275695,167.6787544,0.542456738
at,some,point,20,0.003774962,0.001611264,0.000473514,2.88E-09,4.20E-07,0.127779581,156.5195298,0.542412378
has,competition,in,20,0.003653295,7.23E-05,0.012064753,3.19E-09,4.65E-07,0.141463843,141.3788821,0.54235219
the,new,flavor,20,0.032968442,0.001854598,7.23E-05,4.42E-09,6.45E-07,0.196241333,101.9153287,0.542195313
your,soul,for,20,0.004748297,0.000124955,0.008924432,5.30E-09,7.72E-07,0.234920888,85.13504335,0.542128608
you,are,commenting,20,0.010821778,0.004843658,0.000105225,5.52E-09,8.05E-07,0.244704304,81.73129632,0.542115077
the,web,1,20,0.032968442,0.000220316,0.000871398,6.33E-09,9.23E-07,0.280807936,71.22305823,0.542073304
this,content,is,20,0.006764022,0.000184145,0.011732635,1.46E-08,2.13E-06,0.648347985,30.84763193,0.541912803
as,much,as,20,0.004524693,0.000956894,0.004524693,1.96E-08,2.86E-06,0.869142242,23.01119316,0.541881651
with,my,boyfriend,20,0.008704116,0.005422398,0.000509686,2.41E-08,3.51E-06,1.067252783,18.73970283,0.541864671
competition,in,the,20,7.23E-05,0.012064753,0.032968442,2.88E-08,4.20E-06,1.276612504,15.666461,0.541852454
for,the,sake,20,0.008924432,0.032968442,0.000108514,3.19E-08,4.66E-06,1.416486646,14.11944127,0.541846304
flavor,of,the,20,7.23E-05,0.01604359,0.032968442,3.83E-08,5.58E-06,1.697626712,11.78115298,0.541837009
shoe,is,the,20,0.000108514,0.011732635,0.032968442,4.20E-08,6.12E-06,1.862204993,10.73995617,0.54183287
in,the,shoes,20,0.012064753,0.032968442,0.00013482,5.36E-08,7.82E-06,2.379141484,8.406393706,0.541823593
the,sake,of,20,0.032968442,0.000108514,0.01604359,5.74E-08,8.37E-06,2.546440068,7.854101988,0.541821398
will,not,be,20,0.002499104,0.005146181,0.005813705,7.48E-08,1.09E-05,3.31719648,6.029187636,0.541814143
i,am,not,20,0.014264622,0.001055543,0.005146181,7.75E-08,1.13E-05,3.437715426,5.817817219,0.541813303
all,of,us,20,0.00395253,0.01604359,0.001397525,8.86E-08,1.29E-05,3.931743856,5.086801362,0.541810397
father,of,her,20,0.000858245,0.01604359,0.008010286,1.10E-07,1.61E-05,4.893387524,4.087148198,0.541806423
that,i,am,20,0.011456419,0.014264622,0.001055543,1.72E-07,2.52E-05,7.653035491,2.613342121,0.541800565
the,end,of,20,0.032968442,0.00038473,0.01604359,2.03E-07,2.97E-05,9.028287514,2.215259535,0.541798982
had,a,baby,20,0.002505681,0.021117428,0.006152399,3.26E-07,4.75E-05,14.44308812,1.384745411,0.541795681
drops,whiteface,music,15,0.000121667,4.93E-05,0.000388019,2.33E-12,3.40E-10,0.000103308,145196.2058,0.535535924
info,topic,results,15,0.000194009,0.00015455,7.89E-05,2.37E-12,3.45E-10,0.000104984,142879.245,0.526325463
trending,search,keywords,14,0.000226892,0.000164415,4.93E-05,1.84E-12,2.68E-10,8.16E-05,171497.0605,0.523399347
bossip,awards,stfu,15,0.000213739,0.000220316,5.26E-05,2.48E-12,3.61E-10,0.000109918,136465.2629,0.500828383
talk,peen,picks,15,0.000542569,4.93E-05,9.54E-05,2.55E-12,3.72E-10,0.000113223,132482.0553,0.484994201
exclusive,beef,explained,15,0.000381442,7.56E-05,8.88E-05,2.56E-12,3.74E-10,0.000113635,132002.0478,0.483086059
wendy,williams,hot,15,5.59E-05,0.00017428,0.000263064,2.56E-12,3.74E-10,0.000113704,131921.4694,0.482765741
judge,robert,glusman,13,0.000315676,0.00011509,4.27E-05,1.55E-12,2.27E-10,6.89E-05,188668.6412,0.474971769
music,legend,rejected,14,0.000388019,9.86E-05,5.26E-05,2.01E-12,2.94E-10,8.93E-05,156690.9054,0.464541416
blast,race,matters,15,7.89E-05,0.00026964,0.000124955,2.66E-12,3.88E-10,0.000117969,127151.5233,0.463804089
important,google_ad_client,pub,13,0.000295947,6.58E-05,8.22E-05,1.60E-12,2.33E-10,7.10E-05,183134.3611,0.452971711
topics,grammy,recap,15,0.000157838,0.000263064,6.58E-05,2.73E-12,3.98E-10,0.00012115,123813.7958,0.450535841
add,to,watchlist,19,0.000279505,0.02759208,7.56E-05,5.83E-10,8.51E-08,0.02587745,734.229986,0.428020284
to,watchlist,share,19,0.02759208,7.56E-05,0.000654371,1.37E-09,1.99E-07,0.060583678,313.6158232,0.426348244
terms,of,use,19,0.000223604,0.01604359,0.000575452,2.06E-09,3.01E-07,0.091588043,207.4506598,0.425926213
the,same,mistakes,19,0.032968442,0.000644506,0.00011509,2.45E-09,3.57E-07,0.108495773,175.1220304,0.425797699
dont,know,if,19,0.002686537,0.002170274,0.003620412,2.11E-08,3.08E-06,0.936514082,20.28800246,0.425182197
she,was,pregnant,19,0.007934655,0.005981408,0.000611623,2.90E-08,4.23E-06,1.287846097,14.75331567,0.425160196
the,same,time,19,0.032968442,0.000644506,0.001805274,3.84E-08,5.60E-06,1.701833691,11.16442817,0.425145929
told,me,that,19,0.000858245,0.004120233,0.011456419,4.05E-08,5.91E-06,1.797342011,10.57116558,0.425143571
would,you,like,19,0.002259058,0.010821778,0.00312388,7.64E-08,1.11E-05,3.388201463,5.607694881,0.42512384
he,would,be,19,0.007599249,0.002259058,0.005813705,9.98E-08,1.46E-05,4.427921819,4.290952004,0.425118605
but,i,dont,19,0.004971902,0.014264622,0.002686537,1.91E-07,2.78E-05,8.453263297,2.247652691,0.425110483
but,if,you,19,0.004971902,0.003620412,0.010821778,1.95E-07,2.84E-05,8.642273245,2.198495634,0.425110287
with,baby,mama,19,0.008704116,0.006152399,0.00366316,1.96E-07,2.86E-05,8.703098937,2.183130416,0.425110226
is,trying,to,19,0.011732635,0.000611623,0.02759208,1.98E-07,2.89E-05,8.784408267,2.16292315,0.425110146
you,are,not,19,0.010821778,0.004843658,0.005146181,2.70E-07,3.94E-05,11.96756988,1.587623903,0.425107859
to,make,it,19,0.02759208,0.001269282,0.007714339,2.70E-07,3.94E-05,11.986435,1.585125186,0.425107849
you,around,the,19,0.010821778,0.000815497,0.032968442,2.91E-07,4.24E-05,12.90827664,1.47192383,0.425107399
have,to,do,19,0.005576948,0.02759208,0.002541852,3.91E-07,5.71E-05,17.35321965,1.094897684,0.4251059
dont,have,to,19,0.002686537,0.005576948,0.02759208,4.13E-07,6.03E-05,18.34098377,1.035931346,0.425105666
fired,real,housewives,15,9.54E-05,0.000542569,5.59E-05,2.89E-12,4.22E-10,0.000128319,116895.9311,0.423035711
restraining,order,against,17,7.23E-05,0.00024991,0.000368289,6.66E-12,9.71E-10,0.000295403,57548.44917,0.420492841
width,105px,important,14,0.000161126,4.60E-05,0.000295947,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
width,100px,important,14,0.000161126,4.60E-05,0.000295947,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
width,90px,important,14,0.000161126,4.60E-05,0.000295947,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
kaley,cuoco,may,14,4.60E-05,4.60E-05,0.001035813,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
important,addthis_button_google_plusone,width,14,0.000295947,4.60E-05,0.000161126,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
important,addthis_button_tweet,width,14,0.000295947,4.60E-05,0.000161126,2.20E-12,3.20E-10,9.74E-05,143747.5361,0.413088495
http,hellobeautiful,com,18,0.000253199,5.92E-05,0.001226534,1.84E-11,2.68E-09,0.000815517,22071.88588,0.39615383
mccartney,music,legend,14,5.92E-05,0.000388019,9.86E-05,2.27E-12,3.31E-10,0.000100516,139280.8048,0.395332193
derulo,drops,music,15,6.58E-05,0.000121667,0.000388019,3.10E-12,4.53E-10,0.000137745,108897.1543,0.391238701
exclusive,stevie,j,15,0.000381442,4.93E-05,0.000167703,3.16E-12,4.60E-10,0.000139985,107154.6035,0.384311654
exclusive,shots,fired,15,0.000381442,8.88E-05,9.54E-05,3.23E-12,4.71E-10,0.000143278,104691.2793,0.374519364
j,gives,dbs,15,0.000167703,0.000184145,0.000105225,3.25E-12,4.74E-10,0.000144168,104045.2065,0.371951074
cast,talk,peen,15,0.000121667,0.000542569,4.93E-05,3.26E-12,4.75E-10,0.000144457,103837.2866,0.371124543
anti,gay,comments,17,9.86E-05,0.000128243,0.000706983,8.94E-12,1.30E-09,0.000396812,42841.39449,0.362028858
video,lhhnys,amina,15,0.001417255,4.93E-05,4.93E-05,3.45E-12,5.03E-10,0.000152975,98055.16387,0.348139253
joseline,hernandez,video,15,4.93E-05,4.93E-05,0.001417255,3.45E-12,5.03E-10,0.000152975,98055.16387,0.348139253
paul,mccartney,music,14,0.000108514,5.92E-05,0.000388019,2.49E-12,3.64E-10,0.000110568,126618.9135,0.344998212
hellobeautiful,com,2015,18,5.92E-05,0.001226534,0.000644506,4.68E-11,6.83E-09,0.002075862,8671.098025,0.342882563
TRUE,addthis_button_facebook_share,width,14,0.000338694,4.60E-05,0.000161126,2.51E-12,3.67E-10,0.000111461,125604.6432,0.340966251
honors,video,alano,15,5.26E-05,0.001417255,4.93E-05,3.68E-12,5.37E-10,0.000163173,91926.71613,0.323777239
black,lives,matter,18,0.001555363,0.000348559,0.000381442,2.07E-10,3.02E-08,0.009174576,1961.943556,0.316212104
watchlist,share,this,18,7.56E-05,0.000654371,0.006764022,3.35E-10,4.88E-08,0.014851701,1211.982363,0.313230833
a,href,http,18,0.021117428,7.23E-05,0.000253199,3.87E-10,5.64E-08,0.017161084,1048.884812,0.312582482
confirm,the,information,18,6.58E-05,0.032968442,0.00026964,5.85E-10,8.53E-08,0.025937765,693.9688164,0.311171608
becoming,part,of,18,0.000151262,0.000522839,0.01604359,1.27E-09,1.85E-07,0.056292012,319.7611742,0.309684045
please,confirm,the,18,0.000634641,6.58E-05,0.032968442,1.38E-09,2.01E-07,0.061048642,294.8468546,0.309585005
the,information,below,18,0.032968442,0.00026964,0.000282793,2.51E-09,3.67E-07,0.111532389,161.3880968,0.309054475
im,not,sure,18,0.002097932,0.005146181,0.000549145,5.93E-09,8.65E-07,0.263034365,68.43212282,0.308684953
share,this,video,18,0.000654371,0.006764022,0.001417255,6.27E-09,9.15E-07,0.278307967,64.67655302,0.308670024
to,your,inbox,18,0.02759208,0.004748297,8.22E-05,1.08E-08,1.57E-06,0.477839364,37.66956292,0.308562665
for,child,support,18,0.008924432,0.003038384,0.001012795,2.75E-08,4.01E-06,1.218410217,14.77334953,0.308471647
i,think,its,18,0.014264622,0.001548787,0.002515545,5.56E-08,8.11E-06,2.465658304,7.300281622,0.30844194
a,woman,who,18,0.021117428,0.001081849,0.002857528,6.53E-08,9.52E-06,2.89632289,6.214776695,0.308437625
was,going,to,18,0.005981408,0.001068696,0.02759208,1.76E-07,2.57E-05,7.825115961,2.3002854,0.308422064
that,there,is,18,0.011456419,0.00173622,0.011732635,2.33E-07,3.40E-05,10.35375575,1.738499578,0.30841983
on,the,other,18,0.007816276,0.032968442,0.001364642,3.52E-07,5.13E-05,15.6014865,1.153736216,0.308417506
i,know,that,18,0.014264622,0.002170274,0.011456419,3.55E-07,5.17E-05,15.73521316,1.143931119,0.308417467
to,watch,the,18,0.02759208,0.00044392,0.032968442,4.04E-07,5.89E-05,17.91579939,1.004699796,0.308416913
formally,arraigned,before,13,4.60E-05,4.27E-05,0.001032525,2.03E-12,2.96E-10,9.01E-05,144205.3308,0.298219707
hip,hop,cast,15,0.000194009,0.000170991,0.000121667,4.04E-12,5.89E-10,0.000179068,83767.04179,0.291340624
party,documentary,film,15,0.000335406,7.56E-05,0.000161126,4.09E-12,5.96E-10,0.000181336,82719.17042,0.287175091
naked,video,vv,15,5.92E-05,0.001417255,4.93E-05,4.14E-12,6.04E-10,0.00018357,81712.63656,0.283173883
content,spam,insulting,9,0.000184145,7.23E-05,5.92E-05,7.88E-13,1.15E-10,3.50E-05,257275.4198,0.280945253
talks,restraining,order,15,0.000243334,7.23E-05,0.00024991,4.40E-12,6.42E-10,0.000195177,76853.25485,0.263856704
reply,cancel,reply,16,0.000358424,5.92E-05,0.000358424,7.60E-12,1.11E-09,0.000337354,47427.8547,0.263572482
impregnating,tara,video,15,5.26E-05,5.92E-05,0.001417255,4.41E-12,6.44E-10,0.000195808,76605.59677,0.262872205
alphabetical,list,type,11,3.62E-05,0.000138108,0.000259775,1.30E-12,1.89E-10,5.76E-05,191056.8518,0.251088209
shots,fired,real,15,8.88E-05,9.54E-05,0.000542569,4.59E-12,6.70E-10,0.000203801,73601.14181,0.250928793
possible,motive,ramsey,10,0.000144685,5.26E-05,0.00013482,1.03E-12,1.50E-10,4.55E-05,219625.3584,0.247966078
overall,mental,state,12,4.27E-05,0.000157838,0.00024991,1.69E-12,2.46E-10,7.48E-05,160406.537,0.245934664
tara,video,wendy,15,5.92E-05,0.001417255,5.59E-05,4.69E-12,6.84E-10,0.000208046,72099.3852,0.24495896
after,impregnating,tara,15,0.001509327,5.26E-05,5.92E-05,4.70E-12,6.86E-10,0.000208529,71932.48847,0.244295506
scott,explain,color,15,0.000164415,0.000138108,0.000207163,4.70E-12,6.86E-10,0.000208699,71873.76807,0.244062079
mr,legette,provides,15,0.000305811,0.000180856,8.55E-05,4.73E-12,6.90E-10,0.000209788,71500.86109,0.242579686
dbs,exclusive,growing,15,0.000105225,0.000381442,0.000118379,4.75E-12,6.93E-10,0.0002108,71157.3539,0.241214165
diaries,jesus,take,15,5.26E-05,9.21E-05,0.001016083,4.92E-12,7.18E-10,0.000218372,68690.03927,0.231406012
org,video,brothermans,15,7.23E-05,0.001417255,4.93E-05,5.06E-12,7.38E-10,0.000224364,66855.79355,0.224114456
eric,legette,336,11,8.22E-05,0.000180856,9.21E-05,1.37E-12,2.00E-10,6.07E-05,181121.8955,0.211594433
loses,white,fans,15,7.56E-05,0.000476803,0.000147973,5.34E-12,7.78E-10,0.000236739,63360.98295,0.210221766
celebrities,topics,celebrities,15,0.000184145,0.000157838,0.000184145,5.35E-12,7.81E-10,0.000237453,63170.30397,0.209463773
weve,sent,an,17,0.000213739,0.000226892,0.002508969,1.22E-10,1.78E-08,0.005398188,3149.20502,0.204243118
exclusives,videos,photos,15,4.93E-05,0.000197298,0.000568875,5.54E-12,8.08E-10,0.000245612,61071.9301,0.201122245
your,existing,account,17,0.004748297,8.55E-05,0.000420902,1.71E-10,2.49E-08,0.007580738,2242.5256,0.200638855
sent,an,email,17,0.000226892,0.002508969,0.000453785,2.58E-10,3.77E-08,0.011460768,1483.321205,0.19762084
email,with,instructions,17,0.000453785,0.008704116,6.91E-05,2.73E-10,3.98E-08,0.012100779,1404.868251,0.197308971
instructions,to,create,17,6.91E-05,0.02759208,0.000220316,4.20E-10,6.12E-08,0.018623822,912.8093961,0.195352922
real,housewives,of,17,0.000542569,5.59E-05,0.01604359,4.87E-10,7.10E-08,0.02158861,787.4522653,0.194854598
year,old,son,17,0.001223246,0.001062119,0.001282435,1.67E-09,2.43E-07,0.073921551,229.9735298,0.19263849
no,matter,what,17,0.002219599,0.000381442,0.002982483,2.53E-09,3.68E-07,0.112028894,151.7465658,0.192327519
with,your,existing,17,0.008704116,0.004748297,8.55E-05,3.53E-09,5.15E-07,0.156767302,108.440981,0.192155369
no,child,support,17,0.002219599,0.003038384,0.001012795,6.83E-09,9.96E-07,0.303031281,56.09981897,0.191947301
you,missed,it,17,0.010821778,0.000105225,0.007714339,8.78E-09,1.28E-06,0.389732721,43.6196375,0.191897689
an,email,with,17,0.002508969,0.000453785,0.008704116,9.91E-09,1.45E-06,0.439661631,38.66609866,0.191877998
with,instructions,to,17,0.008704116,6.91E-05,0.02759208,1.66E-08,2.42E-06,0.735779965,23.10473349,0.191816138
at,the,grammys,17,0.003774962,0.032968442,0.000217027,2.70E-08,3.94E-06,1.198324738,14.18647172,0.191780686
to,vote,for,17,0.02759208,0.000187433,0.008924432,4.62E-08,6.73E-06,2.047667423,8.302129441,0.191757294
a,new,man,17,0.021117428,0.001854598,0.001706625,6.68E-08,9.75E-06,2.965362315,5.73285764,0.191747081
the,power,of,17,0.032968442,0.000157838,0.01604359,8.35E-08,1.22E-05,3.703912826,4.589740849,0.191742536
the,child,support,17,0.032968442,0.003038384,0.001012795,1.01E-07,1.48E-05,4.501024625,3.776917795,0.191739305
the,problem,with,17,0.032968442,0.000388019,0.008704116,1.11E-07,1.62E-05,4.939973849,3.441313764,0.191737971
may,have,a,17,0.001035813,0.005576948,0.021117428,1.22E-07,1.78E-05,5.41212357,3.141096056,0.191736778
know,how,to,17,0.002170274,0.002298518,0.02759208,1.38E-07,2.01E-05,6.106548818,2.783896519,0.191735358
in,love,with,17,0.012064753,0.001703337,0.008704116,1.79E-07,2.61E-05,7.935831058,2.1421827,0.191732807
end,of,the,17,0.00038473,0.01604359,0.032968442,2.03E-07,2.97E-05,9.028287514,1.882970605,0.191731776
when,i,was,17,0.002801627,0.014264622,0.005981408,2.39E-07,3.49E-05,10.60529717,1.602972526,0.191730663
to,try,to,17,0.02759208,0.000486668,0.02759208,3.71E-07,5.41E-05,16.43804476,1.034186258,0.191728402
ha,ha,ha,9,9.54E-05,9.54E-05,9.54E-05,8.67E-13,1.27E-10,3.85E-05,233930.8586,0.18814516
bossip,awards,couples,15,0.000213739,0.000220316,0.000128243,6.04E-12,8.81E-10,0.000267925,55985.74887,0.180903485
k,michelle,naked,15,0.000180856,0.000588605,5.92E-05,6.30E-12,9.19E-10,0.000279543,53658.933,0.171653848
viacom,international,inc,8,2.63E-05,0.000167703,0.000157838,6.96E-13,1.02E-10,3.09E-05,258956.9585,0.170941134
replies,0,likes,12,5.59E-05,0.000361712,9.54E-05,1.93E-12,2.81E-10,8.55E-05,140275.1173,0.165907561
video,alano,miller,15,0.001417255,4.93E-05,9.86E-05,6.90E-12,1.01E-09,0.00030595,49027.58193,0.153243144
youtube,trending,search,14,0.000108514,0.000226892,0.000164415,4.05E-12,5.91E-10,0.000179595,77953.20933,0.151540652
